X[i],Y_real,Y_prediction,Error
1.20303,-0.4416736180759307,-0.4417118724463675,3.825437043680768e-05
1.20306,-0.4416002289281144,-0.44163848506775055,3.8256139636150266e-05
1.20309,-0.4415268362425261,-0.4415650941513398,3.825790881373248e-05
1.20312,-0.4414534400192175,-0.4414916996971864,3.8259677968888184e-05
1.20315,-0.4413800402582402,-0.44141830170534135,3.8261447101173296e-05
1.20318,-0.4413066369596442,-0.44134490017585576,3.82632162115315e-05
1.20321,-0.44123323012348176,-0.4412714951087807,3.8264985298963605e-05
1.2032399999999999,-0.44115981974980323,-0.4411980865041673,3.8266754364080224e-05
1.20327,-0.44108640583865927,-0.44112467436206654,3.826852340726994e-05
1.2033,-0.4410129883901018,-0.4410512586825296,3.8270292427811103e-05
1.20333,-0.44093956740418144,-0.4409778394656074,3.8272061425981274e-05
1.20336,-0.4408661428809494,-0.44090441671135105,3.827383040166943e-05
1.20339,-0.44079271482045657,-0.44083099041981155,3.827559935498659e-05
1.20342,-0.44071928322275455,-0.44075756059103993,3.8277368285377644e-05
1.20345,-0.44064584808789337,-0.44068412722508726,3.8279137193897306e-05
1.2034799999999999,-0.4405724094159251,-0.4406106903220046,3.828090607949086e-05
1.2035099999999999,-0.44049896720689996,-0.440537249881843,3.828267494304649e-05
1.20354,-0.4404255214608686,-0.4404638059046535,3.828444378489726e-05
1.20357,-0.4403520721778832,-0.440390358390487,3.828621260382192e-05
1.2036,-0.4402786193579942,-0.44031690733939466,3.8287981400431104e-05
1.20363,-0.4402051630012527,-0.44024345275142734,3.828975017466929e-05
1.20366,-0.4401317031077095,-0.44016999462663614,3.8291518926647505e-05
1.20369,-0.4400582396774157,-0.44009653296507195,3.8293287656254726e-05
1.20372,-0.43998477271042297,-0.4400230677667858,3.829505636282482e-05
1.2037499999999999,-0.43991130220678065,-0.43994959903182873,3.829682504807863e-05
1.2037799999999999,-0.4398378281665411,-0.4398761267602516,3.829859371051736e-05
1.20381,-0.4397643505897543,-0.43980265095210547,3.8300362351140205e-05
1.20384,-0.4396908694764723,-0.43972917160744135,3.830213096905899e-05
1.20387,-0.4396173848267453,-0.4396556887263101,3.8303899564828825e-05
1.2039,-0.4395438966406249,-0.43958220230876277,3.83056681378946e-05
1.20393,-0.4394704049181611,-0.43950871235485023,3.830743668914449e-05
1.20396,-0.43939690965940575,-0.43943521886462344,3.830920521769032e-05
1.20399,-0.439323410864409,-0.4393617218381334,3.831097372436476e-05
1.2040199999999999,-0.4392499085332222,-0.4392882212754309,3.8312742208668205e-05
1.20405,-0.4391764026658964,-0.43921471717656696,3.831451067054514e-05
1.20408,-0.4391028932624824,-0.4391412095415926,3.831627911016211e-05
1.20411,-0.439029380323031,-0.43906769837055865,3.831804752763013e-05
1.20414,-0.4389558638475931,-0.438994183663516,3.8319815922893685e-05
1.20417,-0.4388823438362197,-0.43892066542051555,3.832158429584176e-05
1.2042,-0.4388088202889622,-0.4388471436416082,3.832335264603026e-05
1.20423,-0.4387352932058704,-0.4387736183268449,3.8325120974513904e-05
1.2042599999999999,-0.43866176258699574,-0.43870008947627653,3.8326889280793086e-05
1.2042899999999999,-0.4385882284323898,-0.4386265570899539,3.832865756409065e-05
1.20432,-0.43851469074210137,-0.43855302116792794,3.8330425826571535e-05
1.20435,-0.4384411495161841,-0.4384794817102496,3.833219406546018e-05
1.20438,-0.43836760475468706,-0.4384059387169696,3.833396228253294e-05
1.20441,-0.4382940564576615,-0.4383323921881389,3.833573047740124e-05
1.20444,-0.4382205046251581,-0.43825884212380833,3.8337498650231616e-05
1.20447,-0.43814694925722836,-0.4381852885240287,3.833926680035793e-05
1.2045,-0.4380733903539227,-0.438111731388851,3.8341034928335294e-05
1.2045299999999999,-0.4379998279152914,-0.438038170718326,3.83428030346078e-05
1.2045599999999999,-0.43792626194138645,-0.4379646065125045,3.834457111806522e-05
1.20459,-0.43785269243225683,-0.4378910387714374,3.8346339180594935e-05
1.20462,-0.4377791193879562,-0.4378174674951756,3.834810721936588e-05
1.20465,-0.4377055428085331,-0.43774389268376973,3.834987523665401e-05
1.20468,-0.437631962694039,-0.4376703143372707,3.8351643231737675e-05
1.20471,-0.4375583790445251,-0.4375967324557294,3.8353411204283816e-05
1.20474,-0.4374847918600414,-0.43752314703919665,3.835517915523612e-05
1.20477,-0.4374112011406396,-0.4374495580877232,3.835694708359538e-05
1.2047999999999999,-0.4373376068863696,-0.43737596560135994,3.835871499036081e-05
1.2048299999999998,-0.43726400909728297,-0.4373023695801576,3.836048287464422e-05
1.20486,-0.4371904077734294,-0.43722877002416694,3.8362250737555836e-05
1.20489,-0.4371168029148614,-0.4371551669334387,3.83640185773193e-05
1.20492,-0.43704319452162826,-0.4370815603080238,3.836578639554444e-05
1.20495,-0.4369695825937812,-0.43700795014797283,3.8367554191620634e-05
1.20498,-0.4368959671313715,-0.4369343364533367,3.83693219651593e-05
1.20501,-0.43682234813444853,-0.43686071922416614,3.8371089717603724e-05
1.20504,-0.4367487256030648,-0.43678709846051184,3.837285744701102e-05
1.2050699999999999,-0.43667509953726996,-0.4367134741624247,3.837462515471346e-05
1.2051,-0.436601469937114,-0.4366398463299553,3.837639284126615e-05
1.20513,-0.43652783680265006,-0.4365662149631544,3.837816050433762e-05
1.20516,-0.4364542001339271,-0.43649258006207275,3.837992814564872e-05
1.20519,-0.4363805599309961,-0.43641894162676115,3.838169576503292e-05
1.20522,-0.4363069161939076,-0.4363452996572702,3.838346336260123e-05
1.20525,-0.4362332689227131,-0.4362716541536507,3.838523093763202e-05
1.20528,-0.4361596181174627,-0.43619800511595336,3.838699849068039e-05
1.2053099999999999,-0.4360859637782068,-0.4361243525442289,3.838876602207941e-05
1.2053399999999999,-0.4360123059049969,-0.43605069643852795,3.839053353105193e-05
1.20537,-0.4359386444978827,-0.43597703679890126,3.839230101854163e-05
1.2054,-0.4358649795569161,-0.43590337362539955,3.839406848343829e-05
1.20543,-0.43579131108214686,-0.4358297069180735,3.8395835926630095e-05
1.20546,-0.435717639073626,-0.4357560366769737,3.839760334772846e-05
1.20549,-0.43564396353140455,-0.435682362902151,3.839937074645583e-05
1.20552,-0.43557028445553236,-0.435608685593656,3.8401138123644873e-05
1.20555,-0.4354966018460609,-0.43553500475153933,3.840290547840741e-05
1.2055799999999999,-0.43542291570304004,-0.4354613203758516,3.840467281157611e-05
1.2056099999999998,-0.43534922602652076,-0.4353876324666435,3.84064401227624e-05
1.20564,-0.4352755328165539,-0.43531394102396587,3.8408207411966266e-05
1.20567,-0.43520183607318974,-0.43524024604786915,3.8409974679409764e-05
1.2057,-0.4351281357964799,-0.43516654753840406,3.84117419241492e-05
1.20573,-0.4350544319864738,-0.4350928454956212,3.841350914740582e-05
1.20576,-0.434980724643223,-0.4350191399195713,3.841527634829145e-05
1.20579,-0.43490701376677693,-0.4349454308103049,3.841704352797182e-05
1.20582,-0.43483329935718734,-0.4348717181678726,3.841881068528119e-05
1.2058499999999999,-0.43475958141450444,-0.43479800199232516,3.842057782071917e-05
1.20588,-0.43468585993877823,-0.43472428228371307,3.842234493484087e-05
1.20591,-0.43461213493006,-0.43465055904208694,3.842411202692464e-05
1.20594,-0.43453840638840113,-0.4345768322674973,3.842587909619333e-05
1.20597,-0.4344646743138504,-0.4345031019599948,3.842764614442329e-05
1.206,-0.4343909387064604,-0.43442936811963007,3.8429413169671633e-05
1.20603,-0.4343171995662797,-0.4343556307464536,3.843118017393676e-05
1.20606,-0.4342434568933602,-0.434281889840516,3.84329471558309e-05
1.2060899999999999,-0.4341697106877516,-0.43420814540186786,3.843471411624222e-05
1.2061199999999999,-0.4340959609495054,-0.4341343974305597,3.8436481054282545e-05
1.20615,-0.43402220767867067,-0.43406064592664206,3.843824797139517e-05
1.20618,-0.43394845087529993,-0.4339868908901656,3.8440014865692707e-05
1.20621,-0.43387469053944305,-0.4339131323211808,3.8441781737730274e-05
1.20624,-0.4338009266711497,-0.43383937021973823,3.844354858850707e-05
1.20627,-0.43372715927047106,-0.4337656045858884,3.844531541735696e-05
1.2063,-0.4336533883374576,-0.4336918354196819,3.844708222433546e-05
1.20633,-0.4335796138721602,-0.43361806272116926,3.844884900905399e-05
1.2063599999999999,-0.4335058358746286,-0.43354428649040094,3.845061577234521e-05
1.2063899999999999,-0.43343205434491416,-0.4334705067274276,3.845238251343197e-05
1.20642,-0.4333582692830662,-0.43339672343229974,3.845414923353552e-05
1.20645,-0.43328448068913655,-0.43332293660506777,3.845591593121256e-05
1.20648,-0.43321068856317513,-0.43324914624578226,3.845768260712923e-05
1.20651,-0.43313689290523244,-0.4331753523544937,3.845944926128553e-05
1.20654,-0.433063093715359,-0.43310155493125246,3.846121589345941e-05
1.20657,-0.4329892909936055,-0.43302775397610915,3.846298250365088e-05
1.2066,-0.43291548474002217,-0.4329539494891142,3.846474909202646e-05
1.2066299999999999,-0.4328416749546591,-0.43288014147031817,3.8466515659085765e-05
1.20666,-0.432767861637567,-0.43280632991977147,3.846828220449572e-05
1.20669,-0.432694044788797,-0.4327325148375247,3.84700487276457e-05
1.20672,-0.43262022440839915,-0.4326586962236281,3.84718152289798e-05
1.20675,-0.4325464004964239,-0.43258487407813234,3.8473581708442506e-05
1.20678,-0.4324725730529217,-0.4325110484010878,3.847534816608933e-05
1.20681,-0.43239874207794243,-0.4324372191925449,3.847711460247538e-05
1.20684,-0.43232490757153746,-0.43236338645255423,3.8478881016767996e-05
1.2068699999999999,-0.4322510695337563,-0.43228955018116605,3.848064740974433e-05
1.2068999999999999,-0.4321772279646503,-0.43221571037843076,3.848241378046069e-05
1.20693,-0.4321033828642688,-0.4321418670443989,3.848418013008281e-05
1.20696,-0.432029534232663,-0.4320680201791209,3.848594645788905e-05
1.20699,-0.4319556820698838,-0.43199416978264704,3.848771276326879e-05
1.20702,-0.4318818263759805,-0.4319203158550278,3.848947904733224e-05
1.20705,-0.4318079671510039,-0.4318464583963137,3.849124530980186e-05
1.20708,-0.4317341043950049,-0.43177259740655505,3.8493011550122525e-05
1.20711,-0.431660238108033,-0.43169873288580224,3.849477776923793e-05
1.2071399999999999,-0.43158636829013924,-0.4316248648341056,3.849654396637092e-05
1.2071699999999999,-0.43151249494137334,-0.4315509932515157,3.8498310142354164e-05
1.2072,-0.43143861806178646,-0.43147711813808276,3.850007629629948e-05
1.20723,-0.4313647376514287,-0.43140323949385717,3.850184242848442e-05
1.20726,-0.43129085371035036,-0.4313293573188894,3.850360853902002e-05
1.20729,-0.43121696623860184,-0.43125547161322964,3.850537462779524e-05
1.20732,-0.4311430752362334,-0.4311815823769284,3.850714069497663e-05
1.20735,-0.43106918070329564,-0.431107689610036,3.850890674034213e-05
1.20738,-0.43099528263983866,-0.4310337933126026,3.851067276394726e-05
1.2074099999999999,-0.4309213810459128,-0.4309598934846787,3.8512438765903045e-05
1.2074399999999998,-0.430847475921568,-0.4308859901263147,3.851420474665357e-05
1.20747,-0.43077356726685495,-0.4308120832375607,3.851597070575474e-05
1.2075,-0.4306996550818241,-0.43073817281846727,3.851773664315106e-05
1.20753,-0.4306257393665266,-0.4306642588690846,3.8519502558009844e-05
1.20756,-0.4305518201210112,-0.43059034138946306,3.8521268451885415e-05
1.20759,-0.4304778973453289,-0.430516420379653,3.852303432411164e-05
1.20762,-0.4304039710395303,-0.4304424958397047,3.8524800174355445e-05
1.20765,-0.430330041203665,-0.43036856776966836,3.852656600333848e-05
1.2076799999999999,-0.4302561078377841,-0.4302946361695944,3.852833181028359e-05
1.20771,-0.43018217094193645,-0.4302207010395331,3.853009759663406e-05
1.20774,-0.4301082305161743,-0.4301467623795347,3.8531863360391494e-05
1.20777,-0.43003428656054676,-0.43007282018964954,3.8533629102777134e-05
1.2078,-0.4299603390751047,-0.42999887446992785,3.853539482312485e-05
1.20783,-0.42988638805989765,-0.42992492522042,3.853716052232281e-05
1.20786,-0.4298124335149761,-0.4298509724411761,3.853892619998245e-05
1.20789,-0.4297384754403909,-0.42977701613224645,3.854069185554865e-05
1.2079199999999999,-0.4296645138361911,-0.4297030562936814,3.8542457490298165e-05
1.2079499999999999,-0.4295905487024281,-0.4296290929255311,3.8544223103009756e-05
1.20798,-0.4295165800391515,-0.4295551260278459,3.8545988694405064e-05
1.20801,-0.4294426078464115,-0.42948115560067596,3.854775426448409e-05
1.20804,-0.4293686321242589,-0.42940718164407155,3.854951981263621e-05
1.20807,-0.4292946528727436,-0.42933320415808285,3.855128533925001e-05
1.2081,-0.42922067009191583,-0.42925922314276016,3.8553050844325476e-05
1.20813,-0.42914668378182597,-0.4291852385981537,3.8554816327751595e-05
1.20816,-0.42907269394252406,-0.4291112505243136,3.8556581789528366e-05
1.2081899999999999,-0.4289987005740598,-0.4290372589212901,3.855834723026641e-05
1.2082199999999998,-0.4289247036764843,-0.42896326378913346,3.856011264918857e-05
1.20825,-0.42885070324984675,-0.42888926512789377,3.8561878047016496e-05
1.20828,-0.4287766992941985,-0.4288152629376213,3.856364342280649e-05
1.20831,-0.4287026918095891,-0.42874125721836626,3.8565408777169186e-05
1.20834,-0.42862868079606853,-0.4286672479701788,3.856717411027111e-05
1.20837,-0.42855466625368727,-0.4285932351931091,3.85689394218347e-05
1.2084,-0.4284806481824958,-0.42851921888720734,3.8570704711526904e-05
1.20843,-0.4284066265825434,-0.42844519905252365,3.857246998023589e-05
1.2084599999999999,-0.42833260145388125,-0.4283711756891083,3.8574235227073483e-05
1.20849,-0.4282585727965579,-0.4282971487970115,3.8576000453593995e-05
1.20852,-0.42818454061062555,-0.4282231183762832,3.857776565763249e-05
1.20855,-0.42811050489613317,-0.42814908442697364,3.8579530840465726e-05
1.20858,-0.4280364656531311,-0.42807504694913295,3.858129600187166e-05
1.20861,-0.4279624228816699,-0.4280010059428113,3.8583061141406194e-05
1.20864,-0.42788837658179835,-0.4279269614080588,3.858482626045712e-05
1.20867,-0.42781432675356834,-0.42785291334492553,3.858659135719256e-05
1.2086999999999999,-0.4277402733970289,-0.42777886175346164,3.858835643272274e-05
1.2087299999999999,-0.4276662165122304,-0.42770480663371724,3.859012148682561e-05
1.20876,-0.4275921560992223,-0.42763074798574247,3.859188652016732e-05
1.20879,-0.4275180921580554,-0.4275566858095874,3.8593651531970696e-05
1.20882,-0.4274440246887807,-0.427482620105302,3.859541652134757e-05
1.20885,-0.42736995369144626,-0.42740855087293655,3.859718149029634e-05
1.20888,-0.4272958791661042,-0.4273344781125411,3.8598946436929626e-05
1.20891,-0.42722180111280295,-0.4272604018241658,3.8600711362857254e-05
1.20894,-0.42714771953159314,-0.42718632200786066,3.860247626752411e-05
1.2089699999999999,-0.4270736344225254,-0.4271122386636758,3.8604241150430596e-05
1.2089999999999999,-0.42699954578564925,-0.4270381517916612,3.860600601196529e-05
1.20903,-0.4269254536210143,-0.42696406139186704,3.860777085273881e-05
1.20906,-0.42685135792867124,-0.4268899674643433,3.860953567208503e-05
1.20909,-0.4267772587086709,-0.42681587000914006,3.861130046917127e-05
1.20912,-0.42670315596106173,-0.42674176902630734,3.861306524560737e-05
1.20915,-0.4266290496858945,-0.4266676645158952,3.8614830000727185e-05
1.20918,-0.42655493988321913,-0.4265935564779537,3.861659473458623e-05
1.20921,-0.4264808265530858,-0.42651944491253296,3.86183594471845e-05
1.2092399999999999,-0.42640670969554484,-0.42644532981968286,3.8620124138022405e-05
1.20927,-0.4263325893106451,-0.4263712111994534,3.862188880832118e-05
1.2093,-0.4262584653984384,-0.42629708905189473,3.8623653456304474e-05
1.20933,-0.42618433795897287,-0.42622296337705673,3.8625418083859664e-05
1.20936,-0.42611020699230023,-0.42614883417498944,3.862718268921039e-05
1.20939,-0.42603607249846914,-0.4260747014457429,3.862894727374444e-05
1.20942,-0.4259619344775302,-0.426000565189367,3.863071183679567e-05
1.20945,-0.4258877929295336,-0.42592642540591186,3.863247637825307e-05
1.2094799999999999,-0.4258136478545283,-0.42585228209542736,3.863424089906031e-05
1.2095099999999999,-0.4257394992525654,-0.4257781352579635,3.863600539810719e-05
1.20954,-0.42566534712369386,-0.4257039848935703,3.86377698764484e-05
1.20957,-0.4255911914679643,-0.42562983100229773,3.8639534333417824e-05
1.2096,-0.42551703228542753,-0.4255556735841958,3.864129876829381e-05
1.20963,-0.42544286957613214,-0.4254815126393145,3.864306318235311e-05
1.20966,-0.42536870334012844,-0.4254073481677037,3.8644827575262664e-05
1.20969,-0.42529453357746627,-0.4253331801694134,3.864659194713349e-05
1.20972,-0.42522036028819576,-0.4252590086444935,3.864835629774355e-05
1.2097499999999999,-0.4251461834723677,-0.4251848335929941,3.865012062637119e-05
1.2097799999999999,-0.42507200313002985,-0.4251106550149649,3.8651884935070324e-05
1.20981,-0.4249978192612342,-0.42503647291045593,3.8653649221731534e-05
1.20984,-0.42492363186602955,-0.42496228727951707,3.865541348752055e-05
1.20987,-0.42484944094446664,-0.42488809812219824,3.865717773160471e-05
1.2099,-0.42477524649659465,-0.42481390543854936,3.865894195470565e-05
1.20993,-0.4247010485224642,-0.4247397092286205,3.8660706156268265e-05
1.20996,-0.42462684702212444,-0.42466550949246146,3.86624703370142e-05
1.20999,-0.4245526419956254,-0.42459130623012203,3.8664234496610383e-05
1.2100199999999999,-0.4244784334430176,-0.4245170994416522,3.866599863461273e-05
1.2100499999999998,-0.42440422136435024,-0.42444288912710193,3.8667762751687373e-05
1.21008,-0.42433000575967283,-0.424368675286521,3.866952684816738e-05
1.21011,-0.4242557866290364,-0.4242944579199594,3.8671290922998036e-05
1.21014,-0.4241815639724902,-0.4242202370274669,3.8673054976734456e-05
1.21017,-0.42410733779008414,-0.4241460126090934,3.8674819009265615e-05
1.2102,-0.4240331080818681,-0.4240717846648887,3.8676583020591515e-05
1.21023,-0.4239588748478919,-0.4239975531949028,3.867834701087869e-05
1.21026,-0.42388463808820565,-0.42392331819918544,3.868011097979407e-05
1.2102899999999999,-0.4238103978028589,-0.42384907967778646,3.86818749275597e-05
1.21032,-0.42373615399190095,-0.4237748376307557,3.8683638854730695e-05
1.21035,-0.42366190665538234,-0.42370059205814303,3.868540276069643e-05
1.21038,-0.4235876557933536,-0.4236263429599983,3.868716664467975e-05
1.21041,-0.4235134014058629,-0.4235520903363713,3.86889305084015e-05
1.21044,-0.4234391434929613,-0.4234778341873119,3.869069435058492e-05
1.21047,-0.4233648820546984,-0.4234035745128698,3.869245817139655e-05
1.2105,-0.4232906170911234,-0.4233293113130949,3.869422197150252e-05
1.2105299999999999,-0.42321634860228646,-0.42325504458803703,3.869598575056976e-05
1.2105599999999999,-0.4231420765882378,-0.423180774337746,3.869774950815419e-05
1.21059,-0.42306780104902636,-0.4231065005622715,3.869951324514398e-05
1.21062,-0.42299352198470264,-0.4230322232616635,3.8701276960873e-05
1.21065,-0.42291923939531617,-0.4229579424359718,3.87030406556188e-05
1.21068,-0.42284495328091676,-0.42288365808524603,3.870480432927037e-05
1.21071,-0.42277066364155413,-0.422809370209536,3.870656798188321e-05
1.21074,-0.4226963704772785,-0.42273507880889155,3.870833161306875e-05
1.21077,-0.4226220737881387,-0.4226607838833624,3.871009522371516e-05
1.2107999999999999,-0.42254777357418505,-0.4225864854329983,3.871185881326733e-05
1.2108299999999999,-0.42247346983546785,-0.422512183457849,3.8713622381170154e-05
1.21086,-0.4223991625720348,-0.4224378779579642,3.871538592942203e-05
1.21089,-0.4223248517839385,-0.4223635689333937,3.871714945519189e-05
1.21092,-0.4222505374712268,-0.4222892563841873,3.8718912960478136e-05
1.21095,-0.4221762196339499,-0.4222149403103947,3.8720676444781166e-05
1.21098,-0.42210189827215705,-0.4221406207120657,3.872243990865609e-05
1.21101,-0.4220275733858993,-0.42206629758925,3.8724203350715136e-05
1.21104,-0.4219532449752254,-0.42199197094199725,3.8725966771846476e-05
1.2110699999999999,-0.4218789130401846,-0.42191764077035715,3.872773017254971e-05
1.2111,-0.421804577580827,-0.42184330707437945,3.872949355243627e-05
1.21113,-0.42173023859720304,-0.42176896985411383,3.8731256910784495e-05
1.21116,-0.42165589608936177,-0.42169462910961,3.873302024820502e-05
1.21119,-0.42158155005735254,-0.42162028484091757,3.8734783565030906e-05
1.21122,-0.42150720050122586,-0.42154593704808635,3.8736546860485e-05
1.21125,-0.4214328474210312,-0.4214715857311659,3.873831013467832e-05
1.21128,-0.4213584908168176,-0.4213972308902061,3.874007338849905e-05
